classifier,date,text,type
1,Thu May 28 22:32:39 PDT 2009,sick and SO not looking forward to work tomorrow ,train
1,Thu May 28 22:55:08 PDT 2009,STILL JOBLESS .... NO IDEA HOW LONG THE WAIT IS GOING TO LAST ,train
1,Thu May 28 23:04:34 PDT 2009,@OGBERRY OMG.. but i bought my ticket so please dont cancell it ! ,train
1,Fri May 29 07:59:14 PDT 2009,"just got a haircut, NOT happy! ",train
1,Fri May 29 10:06:16 PDT 2009,"@james_herdman middle-click is addictive, what can i say ",train
1,Fri May 29 14:29:28 PDT 2009,@DangerAdamJonas  I saw you in the facebook live chat... but you will have to answer my question the next time  ! ,train
1,Fri May 29 16:35:49 PDT 2009,I cant afford life right now. Everything i want to do is too expensive ,train
1,Fri May 29 16:56:05 PDT 2009,WTF? Twitter doesnt support messages from my phone -I wanted to be able to Twit while on vacay.   Poo on you Twitter ,train
1,Fri May 29 17:46:30 PDT 2009,"@laurajade19 yes, greg off bgt was HOT. he has goorgeous eyes. maybe if hed cried hed of got through ",train
1,Fri May 29 17:56:52 PDT 2009,whoa chills Scrappy from Dolla's former lil rap crew wearing the bloody shirt he had on that day http://bit.ly/LoeJG  calls him his brotha,train
1,Fri May 29 19:03:33 PDT 2009,"@SteelDrivers You all play at the Downhome tonight?  I so wanted to see that show, hate they sold out so early.   Next Time",train
1,Fri May 29 20:17:54 PDT 2009,"@perryhawkins awww baby it comes out in october, not in time for your birthday   www.djhero.com",train
1,Fri May 29 22:00:40 PDT 2009,WOW i did sooo much today.. just wishing right now that i had someone to tell these days.. uhg. good night... ,train
1,Sat May 30 01:40:36 PDT 2009,"Twitter twitter, sun is shining and I'm headin t work ",train
1,Sat May 30 03:34:53 PDT 2009,Had to beat a kid in round one. ,train
1,Sat May 30 04:33:59 PDT 2009,"@FADjewellery hi brenda I am still here, still battling in the other sites -  not very bloody user friendly at all",train
1,Sat May 30 07:42:09 PDT 2009,offf work... not really tired..tryina sleep ,train
1,Sat May 30 15:33:21 PDT 2009,@30SECONDSTOMARS awww I was working this whole time when you finally had it ,train
1,Sat May 30 18:49:38 PDT 2009,I'm tight. Smfh!!! Ugghh! I mite have to clean my laptop out. ,train
1,Sat May 30 18:52:02 PDT 2009,@garyvee- how do you think us Clevelanders feel?? ,train
1,Sat May 30 21:36:03 PDT 2009,Cannot believe that Susan Boyle was beaten on BGT  http://tinyurl.com/nebzyh Diversity were kind of good I guess http://tinyurl.com/lp99mu,train
1,Sun May 31 02:25:47 PDT 2009,"ow, i rolled of ma parents bed yesterday and landed on ma hip and i now have a huge bruse n i cnt touch it cause it hurts heaps  ",train
1,Sun May 31 02:50:17 PDT 2009,@jennifergearing &lt;3 hiiii :3 I fail at being on the internoodles of late ,train
1,Sun May 31 06:54:45 PDT 2009,doesn't want to study. ,train
1,Sun May 31 07:45:45 PDT 2009,Watching The Soup and getting ready to take wifey to the airport. ,train
1,Sun May 31 09:28:39 PDT 2009,argh im sick of having a poorly tummy. i finally get over the last one and now ive got another one ,train
1,Sun May 31 10:02:09 PDT 2009,I want salameats! ,train
1,Sun May 31 12:29:23 PDT 2009,finally at home and working on some homework. my laptop crashed so now i have to use my parents desktop which is really slow... ,train
1,Mon Jun 01 00:22:14 PDT 2009,"When I have to get off, it is hard to get off. When he says that he loves me, it is even harder. I guess pulling the plug is easier sorta ",train
1,Mon Jun 01 01:32:46 PDT 2009,"no restaurants, no shops open.... had tough time searching for lunch.... finally had some samosas ",train
1,Mon Jun 01 03:26:01 PDT 2009,@gfalcone601 it's so cool!!! but not like the book ,train
1,Mon Jun 01 04:11:39 PDT 2009,"@butadream Hmm, they must have changed some settings. I HATE it when websites restrict content by country! ",train
1,Mon Jun 01 04:44:28 PDT 2009,i don't wanna go to workkkkk ,train
1,Mon Jun 01 05:05:47 PDT 2009,Woke up with a pounding migraine. ,train
1,Mon Jun 01 06:45:57 PDT 2009, @Emmmaa___ has been on twitter for agesss! its extremely quiet without her ,train
1,Mon Jun 01 08:29:12 PDT 2009,"Awesome weather on the way to work, but now no one is here to let me in ",train
1,Mon Jun 01 09:18:59 PDT 2009,@maniacyak I do that all the time as well  It's that seductive iPhone vibrate that does it,train
1,Mon Jun 01 09:20:30 PDT 2009,"Had a weird Josh dream. Nothing great, just weird. I was pregnant, ready to pop and he refused any part in it ",train
1,Mon Jun 01 09:59:20 PDT 2009,Guess what twitter? My body ache came back. ,train
1,Mon Jun 01 11:10:07 PDT 2009,@lmfeld wtf seats! where are you sitting ,train
1,Mon Jun 01 11:23:43 PDT 2009,Why does this year cost soo much.     might see me working the corner soon Lol and I'm not tell drugs,train
1,Mon Jun 01 12:18:36 PDT 2009,"@TorySavannah TORRENCE! I am so excited for you guys! I wish I could have made it to Whistler with you guys, but school calls ",train
1,Mon Jun 01 12:54:49 PDT 2009,@Joe_Pants whats wrong??!?!  ,train
1,Mon Jun 01 14:10:34 PDT 2009,I tried to get up and goose bit me  no final fantasy for me.,train
1,Mon Jun 01 18:23:05 PDT 2009,My knees are hurting pretty bad. I hate having rhematoid arthritis. ,train
1,Mon Jun 01 20:44:18 PDT 2009,@JonathanRKnight what a devasting thing to happen  may the memories of loved ones continue to thrive in the families hearts!,train
1,Mon Jun 01 21:12:02 PDT 2009,@JonathanRKnight  Just thinking about that makes me sad!!!,train
1,Mon Jun 01 21:36:48 PDT 2009,dayum my photo won't show up! ,train
1,Mon Jun 01 22:04:01 PDT 2009,@littlebitlil LUCKY! I still have school this week.. next week I have Monday and Tuesday off. That's all.  UGH! You're going to see Zooey!,train
1,Mon Jun 01 23:06:55 PDT 2009,"Okay, so I can't sleep. Forgot I accidentally napped when I got home. ",train
1,Mon Jun 01 23:15:36 PDT 2009,@cdibona you're in KL!?? gosh. darn I'm missing a lot! I'm 7 hours away. ,train
1,Mon Jun 01 23:17:34 PDT 2009,@chaosofthemind /lets creepy bug go outside so you can sleep ,train
1,Tue Jun 02 00:14:02 PDT 2009,In work early ,train
1,Tue Jun 02 00:45:13 PDT 2009,@BrianBraquet i know  i missss my brian { } haha,train
1,Tue Jun 02 03:10:50 PDT 2009,i wish i was at ATL atm ,train
1,Tue Jun 02 03:49:47 PDT 2009,"plz get better soon daisy, ill miss you lots ",train
1,Tue Jun 02 04:31:27 PDT 2009,"@GillianMe Aw, my phone isn't on the list ",train
1,Tue Jun 02 06:19:14 PDT 2009,"@psychodwarf lol, you can't hold me responsible if you eat the rest! Wish I had some. I have a banana and a yoghurt ... ",train
1,Tue Jun 02 06:45:48 PDT 2009,Idk wht to do and there is no one who can help me.. ,train
1,Tue Jun 02 07:13:29 PDT 2009,"english final sucked, i'm cold and tired ",train
1,Tue Jun 02 13:24:46 PDT 2009,"All I wanna do is zoom-a-zoom, zoom-zoom &amp; a boom-boom! @followninacarla I wish you were here for by bday bukas ",train
1,Tue Jun 02 13:32:33 PDT 2009,@supraprophetic ik. Im still ,train
1,Tue Jun 02 14:14:43 PDT 2009,Severe lack of inspiration in the sense of Tweets. This upsets me greatly ,train
1,Tue Jun 02 16:12:31 PDT 2009,I need dinner but I'm still waiting for a fax from work.  Also I have no food. Attn! Need partner who cooks. I am inept. lol,train
1,Tue Jun 02 19:58:33 PDT 2009,@Sweet_as_Sin hey.. my feeling ,train
1,Tue Jun 02 20:50:50 PDT 2009,its so hot ,train
1,Tue Jun 02 22:02:39 PDT 2009,@jaimeleigh77 She whacked her head at the gym. More reason for me to not exercise: I may die ,train
1,Tue Jun 02 23:43:22 PDT 2009,My left ass cheek could express emotion better than Rob Pattinson.... I'm pretty sure New Moon is going to suck JUST as bad as Twilight. ,train
1,Wed Jun 03 02:29:46 PDT 2009,Had to turn down an invite to a funeral because I have an exam. Bleak day or what? Hahahaoh ,train
1,Wed Jun 03 02:54:54 PDT 2009,My mother has banned me from using my bb when I'm w/ her. Says I use too much &amp; not concentrating. ,train
1,Wed Jun 03 04:49:11 PDT 2009,my day plans have been changed...daughter is sick ,train
1,Wed Jun 03 04:49:49 PDT 2009,"If only an investigation could convict Jacqui Smith, Hazel Blears et al. I have given up on my country; now it's just a corrupt cesspit. ",train
1,Wed Jun 03 05:37:26 PDT 2009,Boo...slept through spin...will have to make it up on sat. ,train
1,Wed Jun 03 06:00:10 PDT 2009,home from school ... inet traffic very limited ... can't tweet a lot the next few days ,train
1,Wed Jun 03 07:59:19 PDT 2009,@kk1820 My favorite interpretation of that tango is the one by Canaro w/Fama. Alas that's not on blip so can't share ,train
1,Wed Jun 03 09:30:43 PDT 2009,@ST_Rachel When will IEPs exist to help students rather than to grind parents into dust? Can't think of a parent who likes the process. ,train
1,Thu Jun 04 22:33:07 PDT 2009,last few hours before the exam... still need some rest but have some to look over some things ,train
1,Fri Jun 05 11:17:05 PDT 2009,is not liking the recent rain ,train
1,Fri Jun 05 12:55:52 PDT 2009,"back to work.  hey, my NY girls.. your rain is here and I don't want it!!! lol take it back!",train
1,Fri Jun 05 13:03:52 PDT 2009,"Getting ready f0r s0me m0re sh0pping. &amp; a drive-in m0vie t0night. Surgury is tuesday.  Blahh. Anyway, i'll talk t0 every0ne later x0x",train
1,Fri Jun 05 16:25:16 PDT 2009,Ugh another rainy day  yawn yawn yawn,train
1,Fri Jun 05 19:04:56 PDT 2009,No new kitty.  Had a fabulous night eating tapas and drinking sangria with the parents. Crazy-ass day tomorrow. Ugh.,train
1,Fri Jun 05 19:49:05 PDT 2009,"@BrandNewAtheist I think the motto is unconstitutional, but it doesn't seem to be going anywhere. ",train
1,Fri Jun 05 22:57:30 PDT 2009,"@richpoolboy just got hooked up to a bunch of wires and now they want him to sleep, I'm so sad. He sent a pick. ",train
1,Fri Jun 05 23:23:50 PDT 2009,@mynameisplup Aw boo  I might not be able to go either since i'm sick &amp; the weather isn't lookin too great either..,train
1,Fri Jun 05 23:24:14 PDT 2009,do NOT want to go to work on a saturday afternoon ,train
1,Sat Jun 06 01:19:43 PDT 2009,"the Hangover looks like a really funny movie...want to see, but don't think I can aat the this time! ",train
1,Sat Jun 06 01:21:48 PDT 2009,"listining to some al green man!, he got something and it's beauitful, dang mom wish she was hear with me ",train
1,Sat Jun 06 01:41:33 PDT 2009,My first Twitter and no friends ,train
1,Sat Jun 06 02:13:19 PDT 2009,i guess i'll wait for tomorrow  twilight anyone?!! hahahaha,train
1,Sat Jun 06 04:36:58 PDT 2009,"Leaving for Hawaii in a few days. Excited about seeing my family &amp; friends, but really bummed that my hubby can't come. ",train
1,Sat Jun 06 08:01:21 PDT 2009,Other schools have much prettier people  okaokay bye guyss,train
1,Sat Jun 06 08:36:22 PDT 2009,@ddlovato demi you're AWESOMEEEEEE ! brazil misses you  we love you so much ! when are you coming back ?,train
1,Sat Jun 06 09:15:29 PDT 2009,@OMGx3iTsNiMmy I don't know.. I'm just sad ,train
1,Sat Jun 06 09:24:44 PDT 2009,"@HoptonHouseBnB Yup, deffo not good enuff ",train
1,Sat Jun 06 09:32:51 PDT 2009,"So, there were plans of zip lining through a cavern somewhere in the east bay today, but no go anymore. ",train
1,Sat Jun 06 10:42:23 PDT 2009,Wish I had someone to talk to ,train
1,Sat Jun 06 12:01:33 PDT 2009,"last volleyball game  hangin out, have to babysit tonight",train
1,Sat Jun 06 13:38:06 PDT 2009,@johnobeto there's no official announcement from ATT or Pantech on 6.5 for the Matrix Pro. ,train
1,Sat Jun 06 13:50:26 PDT 2009,@tonyadam @oilman just more proof that Microsoft isn't a Mac fan-boy and they're missing a lot of users. ,train
1,Sat Jun 06 15:20:28 PDT 2009,@Sashii3 is being 'always horny' makes me bad  ....,train
1,Sat Jun 06 15:22:08 PDT 2009,Doing homeworkk ,train
1,Sat Jun 06 17:02:52 PDT 2009,"i should be in long beach for loma prieta, but instead i'm stuck in bakersfield ",train
1,Sat Jun 06 17:41:59 PDT 2009,"is scared, rly rly scared ",train
1,Sat Jun 06 18:42:33 PDT 2009,i gotta get off b4 10 2night  bummer. dad's not in a good mood,train
1,Sat Jun 06 18:55:53 PDT 2009,Is having a brofest without his favorite bro. ,train
1,Sat Jun 06 19:44:40 PDT 2009,@mattryb  love you xo,train
1,Sat Jun 06 22:30:11 PDT 2009,"@nbonsack Hey, I'm sorry about your uncle. (Yes, that's just how family is sometimes.) ",train
1,Sat Jun 06 23:08:07 PDT 2009,i dont think i cooked my dinner enough ,train
1,Sun Jun 07 00:04:02 PDT 2009,major lack of sleep  work early tomorrow/today,train
1,Sun Jun 07 00:59:51 PDT 2009,@e_cheng working ,train
1,Sun Jun 07 02:09:13 PDT 2009,Feels rubbish drugs all out of kilteras meds not correct now driven out of my bed by religious twoddle going on with the bed next door ,train
1,Sun Jun 07 05:47:46 PDT 2009,@HeatherGastardi we miss you too.  Hope you have a busy day so it goes by quickly ,train
1,Sun Jun 07 07:11:36 PDT 2009,I can't find anyone to cover for me @ the church so I have to say bye to chad early ,train
1,Sun Jun 07 07:17:15 PDT 2009,No ones home and it's my birthday... Were could they be?    ,train
1,Sun Jun 07 07:32:04 PDT 2009,wants tyo update blog but lazy ,train
1,Sun Jun 07 08:14:52 PDT 2009,HeadAche still present. ,train
1,Sun Jun 07 09:12:19 PDT 2009,do I really have to go back home today? ,train
1,Sun Jun 07 10:49:44 PDT 2009,@lauriewl I may come to watch bball if that's ok?  I have a lot of stuff to get done today so probablly no pool ,train
1,Sun Jun 07 11:04:01 PDT 2009,The Nokia N97 is available on pre-order in the Philippines Jun16-18. http://www.nokia-ph.com/n97preorder/ INGGIT AKO. ,train
1,Sun Jun 07 11:08:42 PDT 2009,@deckard256 ewwwwww...we need a refrigerator. we're using a cooler for now bc our house didn't come with one ,train
1,Sun Jun 07 12:54:21 PDT 2009,@jmkenrick 1.5 hours to edit a paragraph consisting of two sentences which themselves concern pelargonium blossoms.    Miss you!,train
1,Sun Jun 07 13:04:55 PDT 2009,WHY MUST THERE BE CLOUDS!  me misses dee sunshine,train
1,Sun Jun 07 16:41:00 PDT 2009,Oh the joys and wonder of ISU's ,train
1,Sun Jun 07 18:40:26 PDT 2009,Missed my biology exam because i had a severe allergic reaction to my new multivitamins! Why did this have to happen today!!? I feel sick ,train
1,Mon Jun 15 00:01:12 PDT 2009,they say rain tomor sun today sun wednesday!!!!!!! If it rains tomor ,train
1,Mon Jun 15 00:57:11 PDT 2009,slept for 10 hours last night...and still feels like crap this morning. ,train
1,Mon Jun 15 01:08:11 PDT 2009,http://twitpic.com/7gaxc - Oopps! She bashed her cheek on the bedside table on daddy's watch ,train
1,Mon Jun 15 01:17:01 PDT 2009,Rudely awoken by some telephone pole men drilling concrete v early this morning on my ONLY lay in thos week ,train
1,Mon Jun 15 03:41:48 PDT 2009,booo @prophet_elisha leaving today ,train
1,Mon Jun 15 04:00:30 PDT 2009,Its 4am and I'm still awake ,train
1,Mon Jun 15 04:02:40 PDT 2009,"can do almost everything in heels, except ease the pain of my feet. ",train
1,Mon Jun 15 05:47:05 PDT 2009,@amandapalmer Awesome show last night! Really like the new song you played at the end. Just went through something similar  much &lt;3 4u,train
1,Mon Jun 15 06:51:19 PDT 2009,I miss my valley boys! ,train
1,Mon Jun 15 07:47:29 PDT 2009,@fencersam Ehhh can delete that pic of me doing the lala pose on fb? Haha it's so disturbing ,train
1,Mon Jun 15 07:57:21 PDT 2009,I HATE TWITTER!!!!  I can't put up my pic!!! uuuggghhh!!  ,train
1,Mon Jun 15 09:19:45 PDT 2009,"@pelurestart pô amor, que bad ",train
1,Mon Jun 15 10:52:50 PDT 2009,"@samahsharif i'm really sorry, i hope you're not mad   who's being blunt? xx",train
1,Mon Jun 15 13:35:13 PDT 2009,Is loving being on summer holidays but broke my toe today ,train
1,Mon Jun 15 15:03:56 PDT 2009,I want to sleep o j j is playing games in his iPhone ,train
1,Mon Jun 15 16:58:37 PDT 2009,@poetick31 i want the dildo ,train
1,Mon Jun 15 17:25:01 PDT 2009,@doubletwist:  no iPhone!,train
1,Mon Jun 15 19:30:59 PDT 2009,@sensualinc yay! i have biology on wednesday....need to be on past papers tomorrow! ,train
1,Mon Jun 15 20:16:37 PDT 2009,Seriously?  Fuck. ,train
1,Mon Jun 15 20:32:53 PDT 2009,@jonberrydesign I am lost. Please help me find a good home. ,train
1,Mon Jun 15 22:00:46 PDT 2009,didn't get tutorial finished tonight.  it's gonna have to be tomorrow morning between all the other things i have to do.  ,train
1,Mon Jun 15 23:00:54 PDT 2009,"well, f*#k. not looking good for iranian peeps.  damn it.",train
1,Tue Jun 16 03:03:36 PDT 2009,And yes..! i am sick today ,train
1,Tue Jun 16 03:28:46 PDT 2009,I know these clothes are supposed to protect but it is far too hot for them  need a colder job,train
1,Tue Jun 16 04:26:25 PDT 2009,@LeMass Sure is! I'm all exam-stressed lately. Well actually I hvn't studied tonight at all for exam tmrw =X My attitude's chgd so much ,train
1,Tue Jun 16 04:47:34 PDT 2009,hasnt had any lovin for a while ,train
1,Tue Jun 16 07:21:05 PDT 2009,@zaheyraw  sad thing is I never notice till it's too late.,train
1,Tue Jun 16 08:46:32 PDT 2009,@tonijefferson I sooo wish u were here to do my make up for my shoot! ,train
1,Tue Jun 16 08:47:58 PDT 2009,@iLoveNickJ4LIFE me tooo! it makes me sad ,train
1,Tue Jun 16 12:44:48 PDT 2009,@amber_benson hey Amber! did you hear I got your book now! I got it last night and couldn't put it down but I had to go to sleep ,train
1,Tue Jun 16 13:57:23 PDT 2009,#squarespace cos I justhad a tooth out ,train
1,Tue Jun 16 16:55:32 PDT 2009,is uber bummed.  Her XBox 360 has the red ring of death ,train
1,Tue Jun 16 17:19:15 PDT 2009,booo game postponed  ,train
1,Tue Jun 16 17:41:58 PDT 2009,"Boys suck &quot;/ Knew it was all going too well, but it's all really not fair  Jonas Brothers (L)! MCFLY IN 3 DAYSSS! ",train
1,Tue Jun 16 20:16:08 PDT 2009,@mundoo @FlitterbyG the worst thing at the moment is my spice store has been out of tomatillos for months.    I make a great green mole.,train
1,Tue Jun 16 20:25:05 PDT 2009,@maggieLand a cockapoo  she is the sweetest ever ! She turned 2 today .,train
1,Wed Jun 17 02:40:30 PDT 2009,some nice person has tried to put my cars rear windscreen thru by the looks of it its all scraped and dented ,train
1,Wed Jun 17 03:30:52 PDT 2009,... spent the last 2 days in the hospital with my dad... what a week ,train
1,Wed Jun 17 03:35:12 PDT 2009,@garry1bowie Shocking innit?!! I blame this shitty weather..its depressing! ,train
1,Wed Jun 17 03:46:57 PDT 2009,I'll cry if I have to work tomorrow ,train
1,Wed Jun 17 04:20:07 PDT 2009,Ughh I do not want to get out of bed today ,train
1,Wed Jun 17 05:21:16 PDT 2009,"@Muzzzza Awesome, I'm looking forward to it. Thanks. I'm reading the books again but I think my writing studies might have ruined them. ",train
1,Wed Jun 17 05:56:15 PDT 2009,Good Morning Twitterville  Normally after a night when I don't sleep then I sleep late ,train
1,Wed Jun 17 06:44:13 PDT 2009,waiting for my email to work again  honestly it is doing my head in.,train
1,Wed Jun 17 07:23:47 PDT 2009,WTF!!!!!!!!! The Jonas Brothers Feat. Common - “Don’t Charge Me For The Crime�?         http://bit.ly/3egNd,train
1,Wed Jun 17 08:02:52 PDT 2009,I'm awake but don't wanna be  Parents are almost to Wichita...,train
1,Wed Jun 17 08:31:08 PDT 2009,"@virixtwitt You mean you have a shiny new website, but no one can see it  What a pain. Maybe we can help?",train
1,Wed Jun 17 09:54:30 PDT 2009,What...? You mean European plugs don't fit in Chile? But they're practically the same! I only have half an hour of battery left now. ,train
1,Wed Jun 17 10:30:18 PDT 2009,@erialccasasanta sorry too late she already posted ,train
1,Wed Jun 17 12:17:16 PDT 2009,i have such a bad headache ,train
1,Wed Jun 17 12:19:47 PDT 2009,has 6 more hours left of the 11 hour work day ,train
1,Wed Jun 17 14:19:41 PDT 2009,boredom really sucks ,train
1,Wed Jun 17 14:31:58 PDT 2009,@jordynbabylove omg omg omg! i luv john and kate + 8!!! too bad that there is a possibility of a split  whos ur fave?,train
1,Wed Jun 17 14:45:11 PDT 2009,"@alancostello yup managed to connect to e-plus so thought it was working again, but its not ",train
1,Wed Jun 17 16:41:48 PDT 2009,@kkjordan  - is it the Xbox topic? You need one!!!,train
1,Wed Jun 17 17:18:54 PDT 2009,"I have some delicious recipes I wanna make, but have no money to buy the ingredients. ",train
1,Wed Jun 17 19:35:53 PDT 2009,to doente ,train
1,Wed Jun 17 19:57:09 PDT 2009,Fishy-fishy is ill; has fin rot ,train
1,Wed Jun 17 21:02:37 PDT 2009,"@alisonpu Wouldn't change a thing .. well, maybe putting on sunblock before heading to the Coliseum .. mad burns ",train
1,Wed Jun 17 21:13:59 PDT 2009,"@peter_nicholls come onnn, i know you're randomly awake!!!! lol ---- you're not awake ",train
1,Wed Jun 17 23:39:41 PDT 2009,just felt like saying twugs tryed 2 get my five seconds of fame 2 the wolrd nw its over ,train
1,Wed Jun 17 23:51:08 PDT 2009,@shanedawson aw! im sorry shane ,train
1,Thu Jun 18 03:57:50 PDT 2009,@richleighpt down barton street a black man. Breaks my heart man ,train
1,Thu Jun 18 04:34:30 PDT 2009,"@happyagie Make one, I'm not used to remembering our homework. ( I miss the LJ.  If you make one, I'll help you. ",train
1,Thu Jun 18 05:35:05 PDT 2009,Hoy largamos temprano. All day in the University ,train
1,Thu Jun 18 06:11:06 PDT 2009,i have the day off but everyone else has their english orals ,train
1,Thu Jun 18 07:25:26 PDT 2009,Worn out ,train
1,Thu Jun 18 07:34:03 PDT 2009,Attention all Sonic employees: diet dr pepper is in fact NOT diet coke.  ,train
1,Thu Jun 18 07:38:13 PDT 2009,I dont understand how we can have so much rain!  I need cheerful sunshine!,train
1,Thu Jun 18 07:40:05 PDT 2009,i need more vacation ,train
1,Thu Jun 18 09:54:28 PDT 2009,Finally found a perfect job but i cant even accept it. This sucks! ,train
1,Thu Jun 18 10:27:44 PDT 2009,"In my great aunts house in latvia and discovered wifi, i will tweet asap. The apartment we are renting only has dial up. (oh poo) ",train
1,Thu Jun 18 12:23:57 PDT 2009,@Twilighter19... point a think? Or on the train to it!!  U ave 2 twit pages too dont ya??,train
1,Thu Jun 18 12:25:39 PDT 2009,Bad storm incoming ,train
1,Thu Jun 18 13:12:34 PDT 2009,huge headache ,train
1,Thu Jun 18 17:43:14 PDT 2009,@Vaeth so jealous. ,train
1,Thu Jun 18 17:43:19 PDT 2009,"@fivecorners604 Huh, I guess she survived and O'Malley didn't  Explains the elevator scene.",train
1,Thu Jun 18 19:30:09 PDT 2009,@chriscauley I just noticed that about your posts. ,train
1,Thu Jun 18 22:14:24 PDT 2009,its 12.12 pm in Indonesia. very HOT ! hufffh ,train
1,Thu Jun 18 22:47:51 PDT 2009,@peterfacinelli that ALL suck ass  i'm sorry! trying hard to get more followers for you! this sickness is making it difficult though =/,train
1,Thu Jun 18 22:49:27 PDT 2009,wonders why it is so hard to forget about him... ,train
1,Thu Jun 18 23:11:39 PDT 2009,@thecashman ah nice one. I was meant to go down just socially but have fan day on sunday so have to stay here ,train
1,Fri Jun 19 03:44:39 PDT 2009,awake again a mere 3 hours later  off to foxwoods for day 1!!! but first i have to figure out how to survive being with Becker for 3 days!,train
1,Fri Jun 19 03:45:27 PDT 2009,@O_LIVE_E_AH Me = jealous. They still don't sell the Guitar Hero drums by themselves ,train
1,Fri Jun 19 04:54:15 PDT 2009,"i wanna make a video today, but ill have to study maths for my exam..  urgh",train
1,Fri Jun 19 07:07:53 PDT 2009,"Sigh... I'm not gonna win the #squarespace thing, ever ",train
1,Fri Jun 19 09:43:13 PDT 2009,"#openvideo stream went down  @mindzb, did you break the camera?",train
1,Fri Jun 19 10:16:59 PDT 2009,Ugh had an even worse dream. I'm scared to drive today now ,train
1,Fri Jun 19 11:37:06 PDT 2009,@_Miss_D suck! Fine. ,train
1,Fri Jun 19 13:50:01 PDT 2009,"was going to evansville tonight, but had car trouble  so back home ",train
1,Fri Jun 19 14:31:33 PDT 2009,@HighIsCC Oh Shiiiiiet.. We have almost the same background.. ,train
1,Fri Jun 19 15:45:52 PDT 2009,Haven't eaten all day .. I unno what to eat ,train
1,Fri Jun 19 15:58:06 PDT 2009,@HollyRachelB Good Look At Hospital Holly. Shame You Gonna Miss The Concert  x If I Catch Owt Of Dannys I'll Give Ya It. Get Well Sooon x,train
1,Fri Jun 19 18:03:49 PDT 2009,"@etoilequirit My BBB post date isn't until June 27th  But yay for prompts!!! (I can email you, if you want) ",train
1,Fri Jun 19 19:12:06 PDT 2009,The folks go back home tomorrow (Saturday) evening ,train
1,Fri Jun 19 20:49:19 PDT 2009,@BR13L333 im so sorry....i knows yous sad.  I'll hang with you soon!,train
1,Fri Jun 19 23:12:40 PDT 2009,"@linnix @lenire @STorrence @nerdyrockchick I'm not going to be able to make it tomorrow, sorry guys.  Something came up ",train
1,Fri Jun 19 23:50:44 PDT 2009,@ButterCup640 me...it's only ten to midnight here ,train
1,Fri Jun 19 23:53:15 PDT 2009,@JayMewes  I'm sure they miss you too. Hopefully you're already asleep. Sweet dreams!,train
1,Sat Jun 20 03:36:58 PDT 2009,G'Day! No more concerts 'till 9th July  so... let's get back to work... F@$% !!!!!,train
1,Sat Jun 20 03:52:37 PDT 2009,VLC is failing me tonight ,train
1,Sat Jun 20 03:56:07 PDT 2009,Heading to work ,train
1,Sat Jun 20 04:04:40 PDT 2009,i wish i could see Lenny Kravitz in Krakow ,train
1,Sat Jun 20 04:41:41 PDT 2009,i am sittiinggg heree withh myy Raiineeee Havinn Aaaa Balll Hahaaa Onlyy Messinn wereee Boreddd R|eallyyy Badd P ,train
1,Sat Jun 20 08:22:20 PDT 2009,making me money on autopilot..Visit http://bit.ly/DK5NGU ^^Moving out and leaving Wallace ,train
1,Sat Jun 20 11:09:31 PDT 2009,@jonaskevin Hi Kevin!! i hope you read this!! im from Malaysia! and we've not had the JBs here. ,train
1,Sat Jun 20 11:14:36 PDT 2009,@BobTheSkutter I've planted myself on the bed until Big Brother comes on. Because theres nothing else worth watching on a Saturday ,train
1,Sat Jun 20 12:53:10 PDT 2009,@FF5_Freak910 awww I wish I was home to eat all the yummy food this weekend!!! ,train
1,Sat Jun 20 13:46:29 PDT 2009,is tired ,train
1,Sat Jun 20 14:43:42 PDT 2009,No milk for my cookies!!! ,train
1,Sat Jun 20 15:22:17 PDT 2009,"@BLareau   Thanks for the pic's , Wish I was there   oh my who is the sexy guy hehe",train
1,Sat Jun 20 15:51:21 PDT 2009,"When I am frustrated, I ate - not a good behavior I know, and I am working on it...but today I felt sad again so, lots of calories ",train
1,Sat Jun 20 16:11:01 PDT 2009,im back!!. sorry been so busy  ahhh this is goner be a BUSSSYSYYYY WEEEK. =l  my life gets hecktic starting from NOW.,train
1,Sat Jun 20 16:45:58 PDT 2009,@stephbaltimore I'm sorry I didn't make you any mixes ,train
1,Sat Jun 20 18:07:42 PDT 2009,Everyone tells me what a mistake it is to be going to UW Milwaukee ,train
1,Sat Jun 20 21:31:14 PDT 2009,@callierenee hands down worst band ever. I'm sorry  they are the worst live band I have ever seen. Only because they get worse every time,train
1,Sat Jun 20 22:03:40 PDT 2009,@MissLaura317 :O GASP. No.. okay.. we can't go deaf  I want to hear her awesome voice,train
1,Sat Jun 20 22:21:45 PDT 2009,"@LDelacruz05 haha, I hear ya. Yeah it was a pain. The process took over an hour on the phone with the tech. ",train
1,Sat Jun 20 23:11:06 PDT 2009,Feels like somebody beat me up... laying down til I knock out. ,train
1,Sun Jun 21 01:51:12 PDT 2009,Finished all 5 seasons of House.. 3 months until season 6 premiers ,train
1,Sun Jun 21 02:21:39 PDT 2009,yaaaay tweet tweet i'm a leek that's eaten by a shark.  hiiiiii everyone! i are le BAKKU!!!!,train
1,Sun Jun 21 04:39:53 PDT 2009,donna what to do.  does anybody have any ideas?,train
1,Sun Jun 21 05:40:14 PDT 2009,I got farted on this morning ,train
